Date,Oil,Gas,Water,Well Count,Mbbl/month,Ten's of Thousand bbl /month (1E-4),MMcf/month,Ten's of Thousand mcf /month (1E-4)
1996-07-01,283277,1250798,7101944,1041,283.277,28.3277,1250.798,125.0798
1996-08-01,276965,1239486,6844168,1043,276.965,27.6965,1239.486,123.9486
1996-09-01,267617,1243650,6661087,996,267.617,26.7617,1243.65,124.365
1996-10-01,285907,1262228,7252323,998,285.907,28.5907,1262.228,126.2228
1996-11-01,279283,1241489,7122324,1003,279.283,27.9283,1241.489,124.1489
1996-12-01,289654,1266314,7270375,1003,289.654,28.9654,1266.314,126.6314
1997-01-01,280995,1202974,4933074,1005,280.995,28.0995,1202.974,120.2974
1997-02-01,260744,1161835,4380579,999,260.744,26.0744,1161.835,116.1835
1997-03-01,290928,1284172,4785802,1002,290.928,29.0928,1284.172,128.4172
1997-04-01,286429,1232001,4687674,1007,286.429,28.6429,1232.001,123.2001
1997-05-01,310124,1289414,5141611,1021,310.124,31.0124,1289.414,128.9414
1997-06-01,284618,1246446,4176149,1025,284.618,28.4618,1246.446,124.6446
1997-07-01,309175,1263296,5034799,1028,309.175,30.9175,1263.296,126.3296
1997-08-01,302077,1247308,5095131,1028,302.077,30.2077,1247.308,124.7308
1997-09-01,294324,1214761,4801204,969,294.324,29.4324,1214.761,121.4761
1997-10-01,290225,1251108,4599119,965,290.225,29.0225,1251.108,125.1108
1997-11-01,276478,1222335,4437899,964,276.478,27.6478,1222.335,122.2335
1997-12-01,290129,1234577,4650252,970,290.129,29.0129,1234.577,123.4577
1998-01-01,291347,1213717,4017103,974,291.347,29.1347,1213.717,121.3717
1998-02-01,284703,1088809,3787040,981,284.703,28.4703,1088.809,108.8809
1998-03-01,344538,1229276,4699783,975,344.538,34.4538,1229.276,122.9276
1998-04-01,327305,1201782,4427938,980,327.305,32.7305,1201.782,120.1782
1998-05-01,344388,1273047,4640236,990,344.388,34.4388,1273.047,127.3047
1998-06-01,320151,1243948,4420861,994,320.151,32.0151,1243.948,124.3948
1998-07-01,319790,1286192,4395815,998,319.79,31.979,1286.192,128.6192
1998-08-01,315031,1306831,4382406,1003,315.031,31.5031,1306.831,130.6831
1998-09-01,312965,1210538,4297360,985,312.965,31.2965,1210.538,121.0538
1998-10-01,319900,1317040,4513026,993,319.9,31.99,1317.04,131.704
1998-11-01,305632,1244926,4327995,995,305.632,30.5632,1244.926,124.4926
1998-12-01,302581,1222821,4227396,995,302.581,30.2581,1222.821,122.2821
1999-01-01,296156,1219285,4276779,997,296.156,29.6156,1219.285,121.9285
1999-02-01,269427,1085993,3896632,998,269.427,26.9427,1085.993,108.5993
1999-03-01,280096,1179549,3960747,984,280.096,28.0096,1179.549,117.9549
1999-04-01,263625,1119850,3791337,983,263.625,26.3625,1119.85,111.985
1999-05-01,268439,1143516,3818449,983,268.439,26.8439,1143.516,114.3516
1999-06-01,250736,1106730,3455519,983,250.736,25.0736,1106.73,110.673
1999-07-01,256303,1129073,3581562,982,256.303,25.6303,1129.073,112.9073
1999-08-01,246081,1087601,3388575,980,246.081,24.6081,1087.601,108.7601
1999-09-01,234703,1039141,3187031,946,234.703,23.4703,1039.141,103.9141
1999-10-01,241089,1048779,3231181,948,241.089,24.1089,1048.779,104.8779
1999-11-01,235216,996706,3221525,948,235.216,23.5216,996.706,99.6706
1999-12-01,240916,967789,3296222,948,240.916,24.0916,967.789,96.7789
2000-01-01,238208,901871,3333040,946,238.208,23.8208,901.871,90.1871
2000-02-01,227107,910276,3148166,947,227.107,22.7107,910.276,91.0276
2000-03-01,231223,980918,3057314,928,231.223,23.1223,980.918,98.0918
2000-04-01,220788,976778,2952692,931,220.788,22.0788,976.778,97.6778
2000-05-01,237937,1015172,3351788,933,237.937,23.7937,1015.172,101.5172
2000-06-01,224143,969540,3080203,930,224.143,22.4143,969.54,96.954
2000-07-01,231689,975120,3183731,934,231.689,23.1689,975.12,97.512
2000-08-01,235893,1023735,3355012,936,235.893,23.5893,1023.735,102.3735
2000-09-01,222523,974184,3096858,915,222.523,22.2523,974.184,97.4184
2000-10-01,223357,677879,3107638,917,223.357,22.3357,677.879,67.7879
2000-11-01,220964,1011193,3083701,920,220.964,22.0964,1011.193,101.1193
2000-12-01,222505,1020332,3034394,922,222.505,22.2505,1020.332,102.0332
2001-01-01,226693,1052196,3332162,926,226.693,22.6693,1052.196,105.2196
2001-02-01,199520,941899,3020750,930,199.52,19.952,941.899,94.1899
2001-03-01,214241,997048,3182216,915,214.241,21.4241,997.048,99.7048
2001-04-01,205567,976859,3161559,914,205.567,20.5567,976.859,97.6859
2001-05-01,211170,1023699,3141113,917,211.17,21.117,1023.699,102.3699
2001-06-01,207075,1015691,3099662,919,207.075,20.7075,1015.691,101.5691
2001-07-01,213668,1050448,3289074,921,213.668,21.3668,1050.448,105.0448
2001-08-01,209642,1042151,3163639,920,209.642,20.9642,1042.151,104.2151
2001-09-01,193842,823977,2848225,913,193.842,19.3842,823.977,82.3977
2001-10-01,200777,765276,2996226,903,200.777,20.0777,765.276,76.5276
2001-11-01,190729,761618,2812749,903,190.729,19.0729,761.618,76.1618
2001-12-01,196810,789432,2828356,902,196.81,19.681,789.432,78.9432
2002-01-01,202025,793019,3300604,906,202.025,20.2025,793.019,79.3019
2002-02-01,182079,841790,2845483,906,182.079,18.2079,841.79,84.179
2002-03-01,197809,915004,3196509,865,197.809,19.7809,915.004,91.5004
2002-04-01,190092,890410,3056394,863,190.092,19.0092,890.41,89.041
2002-05-01,192344,941515,3026478,863,192.344,19.2344,941.515,94.1515
2002-06-01,184340,938096,2874211,859,184.34,18.434,938.096,93.8096
2002-07-01,189339,1014715,2984856,862,189.339,18.9339,1014.715,101.4715
2002-08-01,187053,1020956,2851132,862,187.053,18.7053,1020.956,102.0956
2002-09-01,178900,913631,2619220,847,178.9,17.89,913.631,91.3631
2002-10-01,185675,970997,2630407,849,185.675,18.5675,970.997,97.0997
2002-11-01,175618,940879,2423383,844,175.618,17.5618,940.879,94.0879
2002-12-01,181949,966736,2387234,850,181.949,18.1949,966.736,96.6736
2003-01-01,179118,934388,2930126,850,179.118,17.9118,934.388,93.4388
2003-02-01,161071,879428,2642052,847,161.071,16.1071,879.428,87.9428
2003-03-01,178038,986940,2872029,861,178.038,17.8038,986.94,98.694
2003-04-01,178794,953138,2807184,866,178.794,17.8794,953.138,95.3138
2003-05-01,177626,931476,2791320,871,177.626,17.7626,931.476,93.1476
2003-06-01,168460,975486,2683426,872,168.46,16.846,975.486,97.5486
2003-07-01,170598,977501,2731152,880,170.598,17.0598,977.501,97.7501
2003-08-01,164903,975077,2564502,879,164.903,16.4903,975.077,97.5077
2003-09-01,159569,919513,2420802,870,159.569,15.9569,919.513,91.9513
2003-10-01,165316,940401,2568555,868,165.316,16.5316,940.401,94.0401
2003-11-01,158034,895751,2477508,869,158.034,15.8034,895.751,89.5751
2003-12-01,157465,890458,2425045,869,157.465,15.7465,890.458,89.0458
2004-01-01,154054,886959,2286844,867,154.054,15.4054,886.959,88.6959
2004-02-01,151595,829865,2206246,871,151.595,15.1595,829.865,82.9865
2004-03-01,170637,898221,2659691,842,170.637,17.0637,898.221,89.8221
2004-04-01,167355,885348,2688014,849,167.355,16.7355,885.348,88.5348
2004-05-01,174365,927083,2846742,853,174.365,17.4365,927.083,92.7083
2004-06-01,173959,923813,2737816,859,173.959,17.3959,923.813,92.3813
2004-07-01,197854,1023640,2941384,868,197.854,19.7854,1023.64,102.364
2004-08-01,191213,991699,2804537,874,191.213,19.1213,991.699,99.1699
2004-09-01,180284,943600,2639092,887,180.284,18.0284,943.6,94.36
2004-10-01,183655,970295,2585030,887,183.655,18.3655,970.295,97.0295
2004-11-01,173821,923240,2476654,887,173.821,17.3821,923.24,92.324
2004-12-01,169951,897401,2496169,885,169.951,16.9951,897.401,89.7401
2005-01-01,172273,915673,2828512,887,172.273,17.2273,915.673,91.5673
2005-02-01,156826,851195,2536574,884,156.826,15.6826,851.195,85.1195
2005-03-01,189175,967429,2981479,893,189.175,18.9175,967.429,96.7429
2005-04-01,187268,954218,2986870,890,187.268,18.7268,954.218,95.4218
2005-05-01,184709,1000528,3063041,887,184.709,18.4709,1000.528,100.0528
2005-06-01,176467,932725,2939692,895,176.467,17.6467,932.725,93.2725
2005-07-01,180515,956766,3084282,896,180.515,18.0515,956.766,95.6766
2005-08-01,181824,934469,2922271,895,181.824,18.1824,934.469,93.4469
2005-09-01,170426,854592,2736571,879,170.426,17.0426,854.592,85.4592
2005-10-01,177808,914077,2984200,876,177.808,17.7808,914.077,91.4077
2005-11-01,171464,863425,2827434,876,171.464,17.1464,863.425,86.3425
2005-12-01,166313,809860,2706496,874,166.313,16.6313,809.86,80.986
2006-01-01,172088,874477,2875298,879,172.088,17.2088,874.477,87.4477
2006-02-01,155811,809460,2594680,881,155.811,15.5811,809.46,80.946
2006-03-01,168895,911625,2862512,892,168.895,16.8895,911.625,91.1625
2006-04-01,163427,867350,2671146,894,163.427,16.3427,867.35,86.735
2006-05-01,167601,915745,2717977,897,167.601,16.7601,915.745,91.5745
2006-06-01,168976,911461,2749433,908,168.976,16.8976,911.461,91.1461
2006-07-01,167149,931496,2736407,911,167.149,16.7149,931.496,93.1496
2006-08-01,167748,927215,2691348,916,167.748,16.7748,927.215,92.7215
2006-09-01,164419,886366,2674517,888,164.419,16.4419,886.366,88.6366
2006-10-01,174420,961735,2804494,909,174.42,17.442,961.735,96.1735
2006-11-01,164736,931288,2620642,913,164.736,16.4736,931.288,93.1288
2006-12-01,164613,933477,2630215,913,164.613,16.4613,933.477,93.3477
2007-01-01,163819,929699,2992696,911,163.819,16.3819,929.699,92.9699
2007-02-01,146846,841486,2685511,915,146.846,14.6846,841.486,84.1486
2007-03-01,166814,968596,3160977,918,166.814,16.6814,968.596,96.8596
2007-04-01,160091,966120,3010292,918,160.091,16.0091,966.12,96.612
2007-05-01,173629,976009,3382763,926,173.629,17.3629,976.009,97.6009
2007-06-01,157058,927638,2856010,934,157.058,15.7058,927.638,92.7638
2007-07-01,161943,957588,2839682,937,161.943,16.1943,957.588,95.7588
2007-08-01,165071,841931,3094215,938,165.071,16.5071,841.931,84.1931
2007-09-01,198945,836507,3023150,916,198.945,19.8945,836.507,83.6507
2007-10-01,165205,957641,2698268,920,165.205,16.5205,957.641,95.7641
2007-11-01,151562,896267,2710620,920,151.562,15.1562,896.267,89.6267
2007-12-01,159262,841682,2818133,919,159.262,15.9262,841.682,84.1682
2008-01-01,156128,916175,2747784,919,156.128,15.6128,916.175,91.6175
2008-02-01,143984,855934,2694098,921,143.984,14.3984,855.934,85.5934
2008-03-01,151784,874347,2766289,913,151.784,15.1784,874.347,87.4347
2008-04-01,139310,857521,2324777,914,139.31,13.931,857.521,85.7521
2008-05-01,149468,896950,2746900,914,149.468,14.9468,896.95,89.695
2008-06-01,137664,797572,2511324,921,137.664,13.7664,797.572,79.7572
2008-07-01,146936,926174,2605531,932,146.936,14.6936,926.174,92.6174
2008-08-01,156693,918180,2876858,937,156.693,15.6693,918.18,91.818
2008-09-01,152341,584720,2826806,927,152.341,15.2341,584.72,58.472
2008-10-01,162728,975941,2963900,929,162.728,16.2728,975.941,97.5941
2008-11-01,162257,902632,3214387,932,162.257,16.2257,902.632,90.2632
2008-12-01,169099,918746,3173928,937,169.099,16.9099,918.746,91.8746
2009-01-01,159132,835151,2540311,941,159.132,15.9132,835.151,83.5151
2009-02-01,141805,715117,2083265,941,141.805,14.1805,715.117,71.5117
2009-03-01,153642,752190,2274258,948,153.642,15.3642,752.19,75.219
2009-04-01,147745,871061,2235369,953,147.745,14.7745,871.061,87.1061
2009-05-01,152703,911191,2375106,954,152.703,15.2703,911.191,91.1191
2009-06-01,142705,856854,2184732,959,142.705,14.2705,856.854,85.6854
2009-07-01,150401,867505,2355246,971,150.401,15.0401,867.505,86.7505
2009-08-01,149365,836286,2455168,971,149.365,14.9365,836.286,83.6286
2009-09-01,142773,796545,2324490,993,142.773,14.2773,796.545,79.6545
2009-10-01,150358,780548,2389112,994,150.358,15.0358,780.548,78.0548
2009-11-01,145490,782936,2292064,987,145.49,14.549,782.936,78.2936
2009-12-01,146786,775111,2290410,988,146.786,14.6786,775.111,77.5111
2010-01-01,144236,793488,3107773,988,144.236,14.4236,793.488,79.3488
2010-02-01,134496,726499,2848011,990,134.496,13.4496,726.499,72.6499
2010-03-01,148205,802589,3140654,986,148.205,14.8205,802.589,80.2589
2010-04-01,141683,769015,3067661,988,141.683,14.1683,769.015,76.9015
2010-05-01,142654,795342,3075304,987,142.654,14.2654,795.342,79.5342
2010-06-01,136293,761326,2906651,987,136.293,13.6293,761.326,76.1326
2010-07-01,139464,782123,3032145,998,139.464,13.9464,782.123,78.2123
2010-08-01,133854,787472,2931944,997,133.854,13.3854,787.472,78.7472
2010-09-01,115431,695323,2605431,972,115.431,11.5431,695.323,69.5323
2010-10-01,139125,791116,3097241,975,139.125,13.9125,791.116,79.1116
2010-11-01,138874,762999,3040224,976,138.874,13.8874,762.999,76.2999
2010-12-01,146469,777026,3166968,975,146.469,14.6469,777.026,77.7026
2011-01-01,142962,784332,4010212,978,142.962,14.2962,784.332,78.4332
2011-02-01,115775,656991,2769681,978,115.775,11.5775,656.991,65.6991
2011-03-01,138676,800587,3809938,977,138.676,13.8676,800.587,80.0587
2011-04-01,129548,718446,3246918,978,129.548,12.9548,718.446,71.8446
2011-05-01,138260,759294,3790159,978,138.26,13.826,759.294,75.9294
2011-06-01,132733,724742,3787288,978,132.733,13.2733,724.742,72.4742
2011-07-01,136499,746021,3918415,979,136.499,13.6499,746.021,74.6021
2011-08-01,137854,725209,3762680,981,137.854,13.7854,725.209,72.5209
2011-09-01,131654,675648,3564975,919,131.654,13.1654,675.648,67.5648
2011-10-01,137233,765904,3678316,924,137.233,13.7233,765.904,76.5904
2011-11-01,132269,679607,3494939,921,132.269,13.2269,679.607,67.9607
2011-12-01,135701,729554,3545571,921,135.701,13.5701,729.554,72.9554
2012-01-01,136299,654089,3140562,903,136.299,13.6299,654.089,65.4089
2012-02-01,130573,689699,2987002,921,130.573,13.0573,689.699,68.9699
2012-03-01,137985,723071,3047904,920,137.985,13.7985,723.071,72.3071
2012-04-01,136342,684903,2970136,919,136.342,13.6342,684.903,68.4903
2012-05-01,138016,589794,2924739,922,138.016,13.8016,589.794,58.9794
2012-06-01,137921,679813,2951746,919,137.921,13.7921,679.813,67.9813
2012-07-01,140268,734001,2899051,920,140.268,14.0268,734.001,73.4001
2012-08-01,137503,749789,2794838,933,137.503,13.7503,749.789,74.9789
2012-09-01,130428,717391,2630178,988,130.428,13.0428,717.391,71.7391
2012-10-01,144572,604978,2848101,978,144.572,14.4572,604.978,60.4978
2012-11-01,139663,678386,2774459,994,139.663,13.9663,678.386,67.8386
2012-12-01,140581,608087,2767673,956,140.581,14.0581,608.087,60.8087
2013-01-01,138563,708882,2635565,1006,138.563,13.8563,708.882,70.8882
2013-02-01,128253,669370,2462913,1011,128.253,12.8253,669.37,66.937
2013-03-01,141514,675833,2587656,1020,141.514,14.1514,675.833,67.5833
2013-04-01,141886,644006,2509332,1015,141.886,14.1886,644.006,64.4006
2013-05-01,153865,668951,2783990,985,153.865,15.3865,668.951,66.8951
2013-06-01,139603,627809,2500918,898,139.603,13.9603,627.809,62.7809
2013-07-01,155822,650687,2524396,918,155.822,15.5822,650.687,65.0687
2013-08-01,157764,625804,2667217,896,157.764,15.7764,625.804,62.5804
2013-09-01,143701,617461,2313112,913,143.701,14.3701,617.461,61.7461
2013-10-01,146326,613370,2393131,958,146.326,14.6326,613.37,61.337
2013-11-01,143487,609745,2240960,944,143.487,14.3487,609.745,60.9745
2013-12-01,154683,773315,2397999,1023,154.683,15.4683,773.315,77.3315
2014-01-01,160299,778707,2675003,1026,160.299,16.0299,778.707,77.8707
2014-02-01,133547,601751,2187249,1049,133.547,13.3547,601.751,60.1751
2014-03-01,158940,646333,2561749,1052,158.94,15.894,646.333,64.6333
2014-04-01,157493,577086,2437017,1055,157.493,15.7493,577.086,57.7086
2014-05-01,155985,585628,2411887,1017,155.985,15.5985,585.628,58.5628
2014-06-01,151034,587643,2331162,1011,151.034,15.1034,587.643,58.7643
2014-07-01,161089,771020,2460651,1059,161.089,16.1089,771.02,77.102
2014-08-01,156355,809677,2327101,1057,156.355,15.6355,809.677,80.9677
2014-09-01,151566,766320,2242408,1027,151.566,15.1566,766.32,76.632
2014-10-01,162443,827120,2378195,1064,162.443,16.2443,827.12,82.712
2014-11-01,163767,761925,2400460,1062,163.767,16.3767,761.925,76.1925
2014-12-01,175347,813046,2673600,1029,175.347,17.5347,813.046,81.3046
2015-01-01,151840,771466,2494452,1055,151.84,15.184,771.466,77.1466
2015-02-01,162566,904507,2554410,1055,162.566,16.2566,904.507,90.4507
2015-03-01,184690,1035206,2984342,1055,184.69,18.469,1035.206,103.5206
2015-04-01,169791,988563,2703928,1053,169.791,16.9791,988.563,98.8563
2015-05-01,171885,979116,2776567,1052,171.885,17.1885,979.116,97.9116
2015-06-01,165714,933168,2632080,1062,165.714,16.5714,933.168,93.3168
2015-07-01,168476,949521,2679346,1062,168.476,16.8476,949.521,94.9521
2015-08-01,179055,977812,2644325,1059,179.055,17.9055,977.812,97.7812
2015-09-01,183169,895934,2597040,1034,183.169,18.3169,895.934,89.5934
2015-10-01,184325,941646,2619472,1032,184.325,18.4325,941.646,94.1646
2015-11-01,175590,912176,2519422,1037,175.59,17.559,912.176,91.2176
2015-12-01,185809,895066,2849572,1036,185.809,18.5809,895.066,89.5066
2016-01-01,162837,929254,1701774,1039,162.837,16.2837,929.254,92.9254
2016-02-01,170442,838702,1832649,1040,170.442,17.0442,838.702,83.8702
2016-03-01,179109,893039,1931575,1037,179.109,17.9109,893.039,89.3039
2016-04-01,171139,874669,1859198,1035,171.139,17.1139,874.669,87.4669
2016-05-01,172279,875076,1829580,1030,172.279,17.2279,875.076,87.5076
2016-06-01,153197,823553,1645778,1018,153.197,15.3197,823.553,82.3553
2016-07-01,164179,929962,1681086,1020,164.179,16.4179,929.962,92.9962
2016-08-01,169220,945446,1807467,1023,169.22,16.922,945.446,94.5446
2016-09-01,159707,917693,1726113,1008,159.707,15.9707,917.693,91.7693
2016-10-01,167731,942817,1778094,1009,167.731,16.7731,942.817,94.2817
2016-11-01,161909,879115,1696194,1009,161.909,16.1909,879.115,87.9115
2016-12-01,163604,867581,1694722,1009,163.604,16.3604,867.581,86.7581
2017-01-01,116973,742715,1509190,1006,116.973,11.6973,742.715,74.2715
2017-02-01,132420,714507,1618126,1009,132.42,13.242,714.507,71.4507
2017-03-01,146996,806865,1897286,1005,146.996,14.6996,806.865,80.6865
2017-04-01,130278,758527,1682018,1007,130.278,13.0278,758.527,75.8527
2017-05-01,137336,792157,1747960,1007,137.336,13.7336,792.157,79.2157
2017-06-01,134783,779520,1718955,1010,134.783,13.4783,779.52,77.952
2017-07-01,140150,800262,1789910,1011,140.15,14.015,800.262,80.0262
2017-08-01,149867,813159,1844664,1012,149.867,14.9867,813.159,81.3159
2017-09-01,143648,769979,1759455,1000,143.648,14.3648,769.979,76.9979
2017-10-01,136125,785126,1774568,1005,136.125,13.6125,785.126,78.5126
2017-11-01,138582,766839,1836451,1006,138.582,13.8582,766.839,76.6839
2017-12-01,140033,789840,1764320,1006,140.033,14.0033,789.84,78.984
2018-01-01,145566,787451,2052578,1006,145.566,14.5566,787.451,78.7451
2018-02-01,144092,737132,2020773,1007,144.092,14.4092,737.132,73.7132
2018-03-01,160959,833147,2228781,1005,160.959,16.0959,833.147,83.3147
2018-04-01,150821,786855,2069384,1004,150.821,15.0821,786.855,78.6855
2018-05-01,150086,832932,2061065,1005,150.086,15.0086,832.932,83.2932
2018-06-01,140761,796777,1880601,1006,140.761,14.0761,796.777,79.6777
2018-07-01,150598,818250,2035208,1004,150.598,15.0598,818.25,81.825
2018-08-01,155715,745142,2060167,1006,155.715,15.5715,745.142,74.5142
2018-09-01,158389,790246,2032501,986,158.389,15.8389,790.246,79.0246
2018-10-01,174152,844320,2245240,989,174.152,17.4152,844.32,84.432
2018-11-01,160634,817725,2139934,978,160.634,16.0634,817.725,81.7725
2018-12-01,169982,821286,2061031,975,169.982,16.9982,821.286,82.1286
2019-01-01,182333,809042,1935160,966,182.333,18.2333,809.042,80.9042
2019-02-01,167117,717666,1837653,969,167.117,16.7117,717.666,71.7666
2019-03-01,193762,846030,2102270,974,193.762,19.3762,846.03,84.603
2019-04-01,193953,830945,1974734,964,193.953,19.3953,830.945,83.0945
2019-05-01,216069,844955,2190635,966,216.069,21.6069,844.955,84.4955
2019-06-01,219255,922067,2085385,989,219.255,21.9255,922.067,92.2067
2019-07-01,230350,876313,2142428,989,230.35,23.035,876.313,87.6313
2019-08-01,247718,923492,2146436,997,247.718,24.7718,923.492,92.3492
2019-09-01,245213,950056,2200541,959,245.213,24.5213,950.056,95.0056
2019-10-01,265406,998778,2307637,966,265.406,26.5406,998.778,99.8778
2019-11-01,253063,973309,2336197,967,253.063,25.3063,973.309,97.3309
2019-12-01,257449,1024559,2369269,974,257.449,25.7449,1024.559,102.4559
2020-01-01,275975,1086327,2983207,980,275.975,27.5975,1086.327,108.6327
2020-02-01,247906,767463,2566644,978,247.906,24.7906,767.463,76.7463
2020-03-01,266315,955995,2761067,977,266.315,26.6315,955.995,95.5995
2020-04-01,236224,1087929,2545439,994,236.224,23.6224,1087.929,108.7929
2020-05-01,170153,876133,2089410,800,170.153,17.0153,876.133,87.6133
2020-06-01,220019,798203,2309468,812,220.019,22.0019,798.203,79.8203
2020-07-01,229677,1192220,2408881,707,229.677,22.9677,1192.22,119.222
2020-08-01,231381,1197275,2433648,709,231.381,23.1381,1197.275,119.7275
2020-09-01,200436,1062713,2099015,919,200.436,20.0436,1062.713,106.2713
2020-10-01,219096,1196879,2490340,922,219.096,21.9096,1196.879,119.6879
2020-11-01,218370,1131858,2570909,917,218.37,21.837,1131.858,113.1858
2020-12-01,211222,1114574,2462091,924,211.222,21.1222,1114.574,111.4574
2021-01-01,210843,1233613,2360123,923,210.843,21.0843,1233.613,123.3613
2021-02-01,164168,851703,1796938,923,164.168,16.4168,851.703,85.1703
2021-03-01,243016,1157992,2700217,923,243.016,24.3016,1157.992,115.7992
2021-04-01,231769,1178792,2679643,926,231.769,23.1769,1178.792,117.8792
2021-05-01,238546,950084,3150381,930,238.546,23.8546,950.084,95.0084
2021-06-01,200332,914030,2333324,586,200.332,20.0332,914.03,91.403
2021-07-01,220864,1002275,2700695,588,220.864,22.0864,1002.275,100.2275
2021-08-01,206105,1023171,2621093,506,206.105,20.6105,1023.171,102.3171
2021-09-01,203026,973874,2505375,931,203.026,20.3026,973.874,97.3874
2021-10-01,201477,897893,2418213,798,201.477,20.1477,897.893,89.7893
